category,description,nutrient_data_bank_number,alpha_carotene_mcg,beta_carotene_mcg,beta_cryptoxanthin_mcg,carbohydrate_g,cholesterol_mg,choline_mg,fiber_g,lutein_zeaxanthin_mcg,lycopene_mcg,niacin_mg,protein_g,retinol_mcg,riboflavin_mg,selenium_mcg,sugars_g,thiamin_mg,water_g,mono_fat_g,poly_fat_g,saturated_fat_g,total_fat_g,calcium_mg,copper_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_b12_mcg,vitamin_b6_mg,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,desc_lower,calories_calc,protein_pct_cal,carb_pct_cal,fat_pct_cal,protein_per_100kcal,fiber_per_100kcal,calcium_per_100kcal,iron_per_100kcal,nutrient_density_score,nds_per_100kcal,cws,is_fortified,is_plant_based,is_infant,is_raw,nova_level,processing_level,sub_group,main_group,nds_rank,cws_rank,nds,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium,vitamin_a_rae,vitamin_c,vitamin_k,calcium,iron,nds_score_norm,cws_score_norm,protein_pct,carb_pct,fat_pct
Fried green tomatoes,Fried green tomatoes,74205010,45,202,0,21.56,10,13.4,1.3,72,1155,1.835,3.56,4,0.145,9.2,1.58,0.23,60.86,5.174,5.186,1.813,12.72,29,0.074,1.43,12,51,147,317,0.33,23,0.04,0.055,6.2,1.7,18.2,fried green tomatoes,214.96,6.6,40.1,53.3,1.66,0.6,13.49,0.665,32.9,15.31,34.1,0,0,False,False,3,Processed,Other,Other,4247,5188,32.9,214.96,3.56,21.56,12.72,1.3,1.58,317,23,6.2,18.2,29,1.43,32.9,34.1,6.6,40.1,53.3
Sun-dried tomatoes,Sun-dried tomatoes,74206000,0,524,0,55.76,0,104.6,12.3,1419,45902,9.05,14.11,0,0.489,5.5,37.59,0.528,14.56,0.487,1.115,0.426,2.97,110,1.423,9.09,194,356,3427,107,1.99,44,0.0,0.332,39.2,0.01,43.0,sun-dried tomatoes,306.21,18.4,72.8,8.7,4.61,4.02,35.92,2.969,77.6,25.34,73.2,0,0,False,False,2,Minimally processed,Other,Other,19,7,77.6,306.21,14.11,55.76,2.97,12.3,37.59,107,44,39.2,43.0,110,9.09,77.6,73.2,18.4,72.8,8.7
Alfalfa sprouts,"Alfalfa sprouts, raw",75100500,6,87,6,2.1,0,14.4,1.9,0,0,0.481,3.99,0,0.126,0.6,0.2,0.076,92.82,0.056,0.409,0.069,0.69,32,0.157,0.96,27,70,79,6,0.92,8,0.0,0.034,8.2,0.02,30.5,"alfalfa sprouts, raw",30.57,52.2,27.5,20.3,13.05,6.22,104.68,3.14,35.9,,46.8,0,0,False,True,1,Unprocessed,Other,Other,1864,536,35.9,30.57,3.99,2.1,0.69,1.9,0.2,6,8,8.2,30.5,32,0.96,35.9,46.8,52.2,27.5,20.3
Artichoke,"Artichoke, raw",75100750,0,8,0,11.95,0,34.4,5.7,464,0,1.11,2.89,0,0.089,0.2,0.99,0.05,84.08,0.011,0.145,0.079,0.34,21,0.127,0.61,42,73,286,60,0.4,1,0.0,0.081,7.4,0.19,14.8,"artichoke, raw",62.42,18.5,76.6,4.9,4.63,9.13,33.64,0.977,38.9,62.32,49.5,0,0,False,True,1,Unprocessed,Other,Other,769,394,38.9,62.42,2.89,11.95,0.34,5.7,0.99,60,1,7.4,14.8,21,0.61,38.9,49.5,18.5,76.6,4.9
Green beans,"Green beans, raw",75101800,69,379,0,6.97,0,15.3,2.7,640,0,0.734,1.83,0,0.104,0.6,3.26,0.082,90.32,0.01,0.113,0.05,0.22,37,0.069,1.03,25,38,211,6,0.24,35,0.0,0.141,12.2,0.41,43.0,"green beans, raw",37.18,19.7,75.0,5.3,4.92,7.26,99.52,2.77,37.3,,43.5,0,0,False,True,1,Unprocessed,Other,Other,1174,886,37.3,37.18,1.83,6.97,0.22,2.7,3.26,6,35,12.2,43.0,37,1.03,37.3,43.5,19.7,75.0,5.3
Beets,"Beets, raw",75102500,0,20,0,9.56,0,6.0,2.8,0,0,0.334,1.61,0,0.04,0.7,6.76,0.031,87.58,0.032,0.06,0.027,0.17,16,0.075,0.8,23,40,325,78,0.35,2,0.0,0.067,4.9,0.04,0.2,"beets, raw",46.21,13.9,82.8,3.3,3.48,6.06,34.62,1.731,35.1,,41.3,0,0,False,True,1,Unprocessed,Other,Other,2364,1337,35.1,46.21,1.61,9.56,0.17,2.8,6.76,78,2,4.9,0.2,16,0.8,35.1,41.3,13.9,82.8,3.3
Broccoflower,"Broccoflower, raw",75102600,0,93,0,6.09,0,57.1,3.2,42,0,0.734,2.95,0,0.102,0.6,3.03,0.08,89.79,0.028,0.133,0.047,0.3,33,0.041,0.73,20,62,300,23,0.64,8,0.0,0.222,88.1,0.04,20.2,"broccoflower, raw",38.86,30.4,62.7,6.9,7.59,8.23,84.92,1.879,44.7,,49.1,0,0,False,True,1,Unprocessed,Other,Other,361,416,44.7,38.86,2.95,6.09,0.3,3.2,3.03,23,8,88.1,20.2,33,0.73,44.7,49.1,30.4,62.7,6.9
Fennel bulb,"Fennel bulb, raw",75109010,0,578,0,7.3,0,13.2,3.1,607,0,0.64,1.24,0,0.032,0.7,3.93,0.01,90.21,0.068,0.169,0.09,0.2,49,0.066,0.73,17,50,414,52,0.2,48,0.0,0.047,12.0,0.58,62.8,"fennel bulb, raw",35.96,13.8,81.2,5.0,3.45,8.62,136.26,2.03,38.9,,43.6,0,0,False,True,1,Unprocessed,Other,Other,769,860,38.9,35.96,1.24,7.3,0.2,3.1,3.93,52,48,12.0,62.8,49,0.73,38.9,43.6,13.8,81.2,5.0
Chives,"Chives, raw",75109500,0,2612,0,4.35,0,5.2,2.5,323,0,0.647,3.27,0,0.115,0.9,1.85,0.078,90.65,0.095,0.267,0.146,0.73,92,0.157,1.6,42,58,296,3,0.56,218,0.0,0.138,58.1,0.21,212.7,"chives, raw",37.05,35.3,47.0,17.7,8.83,6.75,248.31,4.318,48.9,,50.4,0,0,False,True,1,Unprocessed,Other,Other,241,349,48.9,37.05,3.27,4.35,0.73,2.5,1.85,3,218,58.1,212.7,92,1.6,48.9,50.4,35.3,47.0,17.7
Cilantro,"Cilantro, raw",75109550,36,3930,202,3.67,0,12.8,2.8,865,0,1.114,2.13,0,0.162,0.9,0.87,0.067,92.21,0.275,0.04,0.014,0.52,67,0.225,1.77,26,48,521,46,0.5,337,0.0,0.149,27.0,2.5,310.0,"cilantro, raw",27.88,30.6,52.7,16.8,7.64,10.04,240.32,6.349,49.3,,50.0,0,0,False,True,1,Unprocessed,Other,Other,222,372,49.3,27.88,2.13,3.67,0.52,2.8,0.87,46,337,27.0,310.0,67,1.77,49.3,50.0,30.6,52.7,16.8
